"NAME","TLD","CATEGORY"
"maaseik","be","non-commercial"
"labar-gobert","be","company"
"niko","be","company"
"zutendaal","be","company"
"john","be","error"
"electricite-generale-marche","be","company"
"earsound","be","holding page non-commercial"
"hotelspecials","be","company"
"rsc-invest","be","error"
"noozi","be","non-commercial"
"jed-rent","be","company"
"ocmwmiddelkerke","be","company"
"famachten","be","error"
"cfbvba","be ","holding page company"
"go","be","portal/media"
"deklusseniersergeherman","be","error"
"scoutsshop","be","web-shop"
"marolith","be","holding page company"
"cupslingerie","be","company"
"hrmessentie","be","error"
"vickyshoes","be","company"
"vansteelant","be","error"
"residelca","be","company"
"wellensconsulting","be","holding page company"
"kumpen","be","company"
"ronnie","be","for sale"
"pyrana","be","holding page company"
"kantoorpauwels","be","company"
"zjef","be","personal-family-blog"
"resilientshield","be","company"
"bpost","be","company"
"jumpingdeliege","be","non-commercial"
"vanoppengeert","be","company"
"kpnbasefacts","be","error"
"friedrich","be","holding page non-commercial"
"vblaw","be","company"
"traiteurtom","be","company"
"ilbarchitecten","be","holding page company"
"quercus-pr","be","company"
"trimsalonmetamorfose","be","company"
"pluginholland","be","holding page company"
"sintbavo","be","error"
"immochecker","be","company"
"cdl-engineering","be","company"
"mondial-assistance","be","error"
"stone-editions","be","company"
"broodenfijngebakvictor","be","company"
"domeinpartner","be","holding page company"
"scienceslam","be","non-commercial"
"thatsit","be","company"
"rangerclub","be","non-commercial"
"daor","be ","holding page company"
"animauxspeciaux","be","web-shop"
"hhscholen","be","non-commercial"
"pruvoost","be","error"
"garagejanssenjp","be","error"
"blockxwoningbouw","be","company"
"pruvoost","be","error"
"mailup","be","company"
"brewconsulting","be","error"
"nouvellefordmondeo","be","error"
"wol","be","holding page company"
"assumedia","be","error"
"idizaai","be","error"
"dieteren","be","company"
"jandebrabandere","be","company"
"moorsfruit","be","error"
"ticketland","be","pay-per-click"
"rabijns","be","holding page company"
"tourdion","be","non-commercial"
"kokenenwonen","be","company"
"didier-champagne","be","company"
"peggy-o","be","company"
"crombez","be","company"
"abattoir","be","non-commercial"
"pc-doc","be","holding page company"
"elmored","be","portal/media"
"vtk","be","non-commercial"
"pappaert","be","holding page company"
"rallyhammer","be","non-commercial"
"berner","be","web-shop"
"zkvanhoof","be","company"
"xgfvs","be","holding page company"
"attbelgium","be","company"
"qteam","be","company"
"kerkhofslbm","be","company"
"drdc","be","error"
"soudure-arnould","be","company"
"carcleanconcept","be","holding page company"
"atwodogscompany","be","personal-family-blog"
"bekie","be","company"
"omheining-hekwerk","be","company"
"hyundai","be","company"
"3800","be","company"
"bkbv","be","holding page company"
"bbri","be","company"
"decoverhuur","be","company"
"oben","be","company"
"campusmercurius","be","non-commercial"
"drisag","be","company"
"rotikroket","be","holding page non-commercial"
"dk-eng","be","holding page company"
"jacquesjean","be","company"
"annita","be","for sale"
"belcall","be","company"
"vin","be","non-commercial"
"topher","be","personal-family-blog"
"calp","be","holding page non-commercial"
"aks","be","company"
"sturakuleuven","be","non-commercial"
"zappy","be","personal-family-blog"
"schreursinterieur","be","error"
"jlxhonneux","be","personal-family-blog"
"icometrix","be","company"
"vitezirend","be","holding page company"
"theforce","be","company"
"schellekenselektro","be","company"
"woonzorgnet-dijleland","be","non-commercial"
"coolbluecampagne","be","error"
"kerstfiguren","be","error"
"group-t","be","non-commercial"
"12move","be","holding page company"
"activia","be","company"
"tomhernalsteen","be","holding page company"
"branhamtv","be","error"
"vandermeulen","be","holding page company"
"blackisblue","be","company"
"3d-laserscanning","be","non-commercial"
"ttc-erembodegem","be","non-commercial"
"kris","be","error"
"tc-depollepel","be","non-commercial"
"galmaarden","be","company"
"anjoka","be","company"
"alurol","be","holding page company"
"autogarden","be","company"
"logimco","be","holding page company"
"vanhoever","be","for sale"
"de-hoeksteen","be","holding page non-commercial"
"dewolf-rekoms","be","non-commercial"
"slimport","be","company"
"rallyandraces","be","portal/media"
"actel","be","company"
"emorational","be","company"
"rdin","be","holding page company"
"jurimmo","be","company"
"zjef","be","personal-family-blog"
"spanplafond-aalst","be","company"
"billy","be","for sale"
"frisa","be","holding page non-commercial"
"wiljan","be","company"
"eec-systems","be","company"
"film","be","for sale"
"transportsmeers","be","company"
"kline","be","company"
"so-food","be","holding page company"
"sudpresse","be","portal/media"
"vvhv","be","non-commercial"
"desiron","be","company"
"outdoorcentrumschaffen","be","company"
"stepbystepconsulting","be","company"
"fooddrinkeurope","be","company"
"erroheating","be","company"
"vrt","be","company"
"housing","be","error"
"2fb","be","holding page company"
"cleardigital","be","company"
"renibobvba","be","company"
"zetjefocus","be","holding page company"
"kriancy","be","company"
"wattstrat","be","error"
"houtenspeelgoedhuis","be","company"
"drieduizend","be","personal-family-blog"
"parduyns-solutions","be","company"
"yolande","be","error"
"matglas","be","company"
"kpb","be","pay-per-click"
"multibeam","be","holding page company"
"acc-ver","be","company"
"picanol","be","company"
"tuur","be","personal-family-blog"
"eiko","be","company"
"cruiseplanner","be","company"
"pec","be","company"
"kennydefoer","be","company"
"mijnnaamisroos","be","personal-family-blog"
"artinar","be","company"
"singer","be","company"
"lowette-gifts","be","web-shop"
"deklussenierbartvanmeerbeeck","be","company"
"pwaheusdenzolder","be","company"
"aol","be","portal/media"
"indonetwork","be","personal-family-blog"
"pc-onlineshop","be","for sale"
"astene-sas","be","non-commercial"
"accountant-claes","be","company"
"gijsen","be","holding page non-commercial"
"zdnet","be","portal/media"
"bogert","be","company"
"vannec","be","company"
"maplink","be","holding page non-commercial"
"valoren","be","error"
"spelverhuurshop","be","holding page company"
"fritpleintje","be","company"
"wijckmans","be","company"
"ewbvba","be","holding page company"
"jensdehertog","be","company"
"deprezelektro","be","company"
"k-way","be","web-shop"
"bvba-dsp","be","company"
"sylviawenmackers","be","personal-family-blog"
"design-habitat","be","company"
"pharda","be","error"
"ibrace","be","company"
"nvcompass","be","company"
"konato","be","holding page company"
"dannywils","be","company"
"polak","be","for sale"
"francisfelix","be","personal-family-blog"
"rail4rent","be","company"
"ibm","be","company"
"oikodomeo","be","holding page company"
"lemi","be","company"
"koffiepads","be","for sale"
"vdpcatering","be","company"
"engelhard","be","holding page non-commercial"
"microsoft","be","company"
"eastco","be","holding page company"
"sint-martinus","be","personal-family-blog"
"ubachs","be","non-commercial"
"mivex","be","for sale"
"45toeren","be","non-commercial"
"bouwstoffen","be","company"
"vivandi","be","company"
"drukkerij-lieten","be","company"
"alrasol","be","company"
"grovan","be","company"
"museeduchocolat","be","holding page non-commercial"
"dalgatrans","be","company"
"telekantoor","be","error"
"appsforenergy","be","holding page company"
"tenforce2","be","error"
"publisteve","be","company"
"leuvenklimaatneutraal","be","portal/media"
"kapsalonkrispriem","be","company"
"jacobsfruit","be","company"
"vfmotos","be","company"
"garagesteegmans","be","company"
"kans-experts","be","holding page company"
"bankstick","be","error"
"abvvmetaal","be","company"
"bimsem","be","non-commercial"
"luchthaventrans","be","company"
"kuppenserwin","be","company"
"iok","be","company"
"bouwteamhouben","be","company"
"kaspers","be","company"
"syntaxxis","be","error"
"probasketball","be","error"
"welkeaandelenkopen","be","error"
"jensvandevelde","be","company"
"pmg","be","company"
"pclaessen","be","company"
"asmartkitchen","be","company"
"stepstone","be","company"
"jocsre","be","holding page company"
"happypack","be","web-shop"
"argeus","be","company"
"bois-de-chauffage-guy-et-ronny","be","company"
"indentrapop","be","holding page non-commercial"
"jean-sebastien","be","company"
"zottegem","be","portal/media"
"renault","be","company"
"ketnet","be","non-commercial"
"kenneth","be","holding page non-commercial"
"dakwerkencool","be","company"
"bkveldrijden2017","be","holding page non-commercial"
"lucwittevrongel","be","company"
"all-consult","be","holding page company"
"kantoorbenodigdhedenonline","be","company"
"uppercutsport","be","error"
"alpheios","be","company"
"stripturnhout","be","non-commercial"
"groupmec","be","error"
"vormingplusoostbrabant","be","for sale"
"ecolesteloistremi","be","non-commercial"
"babywelkom","be","holding page non-commercial"
"brainfit","be","web-shop"
"radio2","be","portal/media"
"inktpatronenvoorlorea","be","company"
"iglobe","be","company"
"ynet","be","company"
"theeclectibles","be","company"
"bel-pro","be","error"
"aquafin","be","company"
"vdp-co","be","company"
"icedd","be","company"
"4fm","be","error"
"be-internet","be","error"
"sf-modelisme","be","holding page company"
"weightwatchers","be","company"
"testspot","be","error"
"bensys","be","error"
"uhasselt","be","non-commercial"
"ps","be","non-commercial"
"placeverte","be","company"
"base","be","company"
"gedan","be","company"
"beddeleem","be","company"
"kboetiek","be","portal/media"
"gospelkerkrefreshed","be","non-commercial"
"4411","be","company"
"bree","be","non-commercial"
"dirix-philips","be","holding page non-commercial"
"clubalpina","be","company"
"tomasmetje","be","error"
"eyemeter","be","company"
"xp2","be","holding page non-commercial"
"7sport7","be","portal/media"
"schilders-vergelijken","be","company"
"architectengroep-janssens","be","company"
"sport","be","portal/media"
"concentra","be","company"
"linter","be","non-commercial"
"videolp","be","error"
"heli-partner","be","error"
"academ","be","company"
"kine-vanmechelen","be","company"
"jm-productions","be","holding page company"
"hassalex","be","holding page company"
"ide","be","error"
"vanhaelewijn","be","holding page company"
"flashcom","be","password protected"
"hondenkapsalon-ann","be","company"
"nonamez","be","company"
"gacom","be","error"
"catronics","be","company"
"damiaensbvba","be ","holding page company"
"bosol","be","error"
"mco","be","company"
"alpagro-houthalen","be","company"
"dueconsulting","be","error"
"nieuwsblad","be","portal/media"
"howest","be","company"
"reishappening","be","company"
"garagebeckers","be","company"
"rolluikenadvies","be","holding page company"
"verisol","be","company"
"technicz","be","company"
"clubscarlet","be","error"
"anders-endan","be","password protected"
"glegal","be ","holding page company"
"mediawijsonderwijs","be","non-commercial"
"bostoen","be","company"
"lektronix","be","error"
"corendon","be","web-shop"
"instituutvoorduurzameontwikkeling","be","non-commercial"
"stiebel-eltron","be","company"
"daemenbouw","be","holding page company"
"aboverf","be","holding page company"
"nodeal","be","non-commercial"
"beaute-selection","be","company"
"vb","be","personal-family-blog"
"peeceefobie","be","error"
"interieur-offerte","be","holding page company"
"wilt","be ","for sale"
"ferdyjackers","be","error"
"icarusprojects","be","company"
"jeugdland","be","holding page company"
"vanrintel","be","error"
"familiethijs","be","holding page non-commercial"
"marijke","be ","personal-family-blog"
"stillaert","be","holding page company"
"zonhoven","be","non-commercial"
"oudeschuur","be","company"
"infocultyclub","be","error"
"dagvandewetenschap","be","non-commercial"
"j-e-t","be","company"
"gentlemens-secret","be","company"
"all-print","be","holding page company"
"azstvdeinze","be","non-commercial"
"kampenhout","be","non-commercial"
"a-mlocation","be","company"
"osar","be","company"
"jocsre","be","holding page company"
"provez","be","holding page company"
"interferometer","be","company"
"serrurier-paris","be","error"
"fr-q","be","error"
"iech","be","company"
"bruynfico","be","company"
"presspro","be","company"
"xlambotte","be","holding page company"
"1207","be","non-commercial"
"garagevanderveken","be","company"
"aldatho","be","web-shop"
"sgm-zevensprong","be","non-commercial"
"engineernet","be","error"
"jos","be","non-commercial"
"delhaizemusic","be","for sale"
"fastbazaar","be","holding page company"
"dirknassen","be","company"
"ceenaeme-neels","be","company"
